,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
12127,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",AVXw5x9Sg-jD5EVcvpxrQA,"Restaurants, Burgers, Fast Food",Las Vegas,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '7:0-0:0'}",1,36.0850423222,-115.151189509,Burger King,Southeast,89119,67,2.0,NV
12371,5757 Paradise Rd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",xcKB2QEppVgMARTWGYZGow,"Food, Coffee & Tea",Las Vegas,,1,36.0854594139,-115.149700818,Starbucks,Southeast,89119,20,3.0,NV
12391,,,2ThtBbeDqFkVi6LugUOcVA,"Tours, Hotels & Travel, Town Car Service, Transportation, Limos, Travel Services, Airport Shuttles, Taxis",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0765176,-115.1533426,Empire Limousine,Southeast,89119,5,2.0,NV
12547,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True'}",8PYqiPwo9ZtaN-P9XplP1w,"Souvenir Shops, Food, Specialty Food, Candy Stores, Shopping",Las Vegas,,1,36.082074,-115.137213,Sugar Factory,Southeast,89119,5,2.5,NV
12835,"5775 S Eastern Ave, Ste 101","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",akNU5x1N-8YhqFSc_-On4g,"Shopping, Mobile Phones, Electronics",Las Vegas,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '11:0-18:0'}",1,36.085158494,-115.119520426,Victra - Verizon Authorized Retailer,Southeast,89119,15,3.0,NV
13944,5596 Haven St,,zNJL_FKlQey0B9LuoHT3Hw,"Transportation, Hotels & Travel, Wedding Planning, Airlines, Tours, Event Planning & Services, Travel Services",Las Vegas,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-22:0'}",1,36.088018,-115.166444,Sundance Helicopters,Southeast,89119,183,4.5,NV
14090,,,uCcjmXyh6UyMv2MFYjSWYw,"Travel Services, Hotels & Travel",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0765176,-115.1533426,London 2 Vegas VIP,Southeast,89119,3,5.0,NV
14276,1198 Sir Patrick Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",QKw32mA440qR7iNQ_vQnyQ,"Asian Fusion, Restaurants, Thai, Korean",Las Vegas,,1,36.0811202017,-115.147215269,Pei Wei Asian Diner,Southeast,89119,254,2.5,NV
14278,Terminal 3 Departures,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",MFXNWHqX73Wai0-nr2Z5tQ,"Shopping, Books, Mags, Music & Video",Las Vegas,,1,36.0860982481,-115.13756722,Hudson News,Southeast,89119,3,2.5,NV
14478,Mccarran Int'l Airport Concourse A,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",L8zDhwZA9Km6NIh4kuQPCQ,"Juice Bars & Smoothies, Food",Las Vegas,,1,36.0827811,-115.1480619,Freshens Smoothies,Southeast,89119,9,2.0,NV
14480,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",f-4N8MXGy_ifyGtfZrh6SQ,"Restaurants, Chicken Wings, Fast Food",Las Vegas,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",1,36.0824122729,-115.148116247,Popeyes Louisiana Kitchen,Southeast,89119,59,3.5,NV
14670,4972 S Maryland Pkwy,{'BusinessAcceptsCreditCards': 'True'},DNUtJnwZv88IIpAUasbsHQ,"Caterers, Education, Dance Schools, Country Dance Halls, Event Planning & Services, Venues & Event Spaces, Nightlife, Specialty Schools",Las Vegas,"{'Monday': '0:0-0:30', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-0:0'}",1,36.099485,-115.136913,Kathy's Banquet Hall And Dance Academy,Southeast,89119,3,1.0,NV
14873,,,0bdFgE-ixXo-2y9w_SO-yw,"Pets, Pet Services, Pet Training",Las Vegas,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",1,36.0831769387,-115.158835764,MP K9 All Breed Dog Training,Southeast,89119,16,4.5,NV
14951,5300 S Eastern Ave,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",4lpsDd9CuMxRX50Sj7qpcA,"Dentists, Health & Medical, Cosmetic Dentists, Periodontists, General Dentistry",Las Vegas,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Friday': '8:0-16:0'}",1,36.0930513,-115.1188957,Distinctive Smiles,Southeast,89119,13,4.5,NV
15594,"1775 E Tropicana, Ste 100","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'False'}",dGD6eDrQnD9uW789YyAOmw,"Active Life, Amusement Parks, Escape Games",Las Vegas,"{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}",1,36.0993309,-115.1285043,Number One Escape Room,Southeast,89119,74,5.0,NV
15595,6035 S Eastern Ave,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",opmW6ywKbvoEhMN7EQR6fw,"Home Services, Financial Services, Real Estate, Mortgage Brokers, Banks & Credit Unions",Las Vegas,,1,36.080343,-115.119353,Bank of America,Southeast,89119,25,2.0,NV
16450,"5905 S Eastern Ave, Ste 108","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",Z8XyPYoxBSNpTNAehDbWLQ,"Juice Bars & Smoothies, Food",Las Vegas,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '9:0-19:0'}",1,36.0819824,-115.1196025,Jamba Juice,Southeast,89119,73,4.0,NV
16494,,,t2Lpo8vZMNwQ2QnqGPU_Zw,"Home Services, Pest Control, Local Services, Contractors",Las Vegas,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",1,36.0765176,-115.1533426,Champion Pest Control,Southeast,89119,6,5.0,NV
16746,5715 S Eastern Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",Cxd0CSaDsCmPqSCFkQDfIQ,"Food, Coffee & Tea, Bakeries",Las Vegas,"{'Monday': '4:30-21:0', 'Tuesday': '4:30-21:0', 'Wednesday': '4:30-21:0', 'Thursday': '4:30-21:0', 'Friday': '4:30-21:30', 'Saturday': '5:0-21:30', 'Sunday': '5:0-20:30'}",1,36.0857136036,-115.119438662,Starbucks,Southeast,89119,66,3.5,NV
16994,5825 S Eastern Ave,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",FK7JHSUMdznZefUW6X319A,"Restaurants, American (Traditional), Home & Garden, Shopping, Shopping Centers",Las Vegas,,1,36.0841716,-115.1221806,McCarran Marketplace,Southeast,89119,3,5.0,NV
17647,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",XVVFgEY-0MsyEAR8SO7dzg,"Soup, Restaurants, American (Traditional), Pizza, Salad",Las Vegas,"{'Monday': '7:0-21:30', 'Tuesday': '7:0-21:30', 'Wednesday': '7:0-21:30', 'Thursday': '7:0-21:30', 'Friday': '7:0-21:30', 'Saturday': '7:0-21:30', 'Sunday': '7:0-21:30'}",1,36.0814661072,-115.137765898,California Pizza Kitchen,Southeast,89119,191,2.0,NV
17743,115 E Tropicana Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",nuT8Bgfz7HTJQqbJFddkBw,"Restaurants, American (Traditional)",Las Vegas,"{'Saturday': '17:0-0:0', 'Sunday': '17:0-0:0'}",0,36.0993459,-115.167874,Mad Onion,Southeast,89109,158,3.0,NV
17810,3960 Las Vegas Blvd S,"{'AcceptsInsurance': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True'}",p4db4wsINzJmV3ZbCZZoVA,"Massage, Day Spas, Beauty & Spas",Las Vegas,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1,36.0908811798,-115.139055968,Spa At Four Seasons Hotel Las Vegas,Southeast,89119,35,4.5,NV
18366,115 East Tropicana Ave,{'GoodForKids': 'False'},aX4mhLo9UdcfG83DBRcIfg,"Performing Arts, Arts & Entertainment",Las Vegas,,1,36.0993459,-115.167874,The Dirty Joke Show,Southeast,89109,7,2.5,NV
18520,3801 Las Vegas Blvd S,{'GoodForKids': 'False'},7BX5hU9WLRdlJB52fRL8ig,"Performing Arts, Local Flavor, Arts & Entertainment",Las Vegas,,1,36.0993632,-115.1709616,Folies Bergere,The Strip,89109,4,2.0,NV
18640,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",BIbjBxoiJLS8CnNsSP64TQ,"Restaurants, Mexican",Las Vegas,,1,36.0828536999,-115.151202661,360 Gourmet Burrito,Southeast,89119,156,2.0,NV
18696,6075 Spencer St,"{'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}",BIwjYT9nqbkF7kbzne-tmQ,"Food, Restaurants, American (New)",Las Vegas,,1,36.0805040973,-115.128128544,Wolfgang Puck Express,Southeast,89119,3,2.0,NV
18797,5050 Paradise Rd,,-UZwW6dbda9tG-DBL73Xcw,"Car Rental, Hotels & Travel",Las Vegas,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-16:0'}",1,36.0989012,-115.1487518,Discount Rental Car,Southeast,89119,14,3.0,NV
18798,,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",FYXGWzE6vq6TNnqzcdI9CQ,"Home Services, Tree Services, Landscaping",Las Vegas,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}",1,36.0765176,-115.1533426,Aron's Tree Service,Southeast,89119,17,4.5,NV
18800,"5025 S Eastern Ave, Ste 8","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}",PU46ghXwFt84kGBWSaLnMg,"Beauty & Spas, Barbers",Las Vegas,"{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",1,36.0975709,-115.1196375,Hair We R,Southeast,89119,9,4.0,NV
18955,McCarran Airport Terminal C,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True'}",tthhJbshogN6gxy3fMp58g,"Restaurants, Burgers",Las Vegas,,1,36.089494,-115.138026,Cabo Wabo Cantina,Southeast,89119,5,3.5,NV
19109,5150 Duke Ellington Way,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}",Nz7BIU_g9ID6MDlLftcNEw,"Home Services, Real Estate, Apartments",Las Vegas,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",1,36.097786,-115.166381,Onyx,Southeast,89119,5,3.5,NV
19749,115 E Tropicana Ave,,YeCZ17qKPRHg_UUBoZ8CEQ,"Casinos, Event Planning & Services, Hotels, Hotels & Travel, Arts & Entertainment, Restaurants",Las Vegas,,0,36.0993459,-115.167874,Hotel San Remo,Southeast,89109,5,2.5,NV
19820,"5645 S Eastern Ave, Ste 2",{'BusinessAcceptsCreditCards': 'True'},xRsgf21teEd58K8zT8niSQ,"IT Services & Computer Repair, Electronics Repair, Mobile Phone Repair, Local Services",Las Vegas,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '12:0-17:0'}",0,36.0870958,-115.1192258,Fast Fix Wireless iPhone Computer Ipad Repair & Cell Phone Plans,Southeast,89119,6,4.5,NV
19869,5757 Wayne Newton Blvd,,CZyw_Mj7XAtqxLQzbRvyLg,"Transportation, Hotels & Travel, Airlines",Las Vegas,,1,36.0854286,-115.149927,Air Canada,Southeast,89111,8,1.0,NV
20266,"5645 S Eastern Ave, Ste 1","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",5xX1Eb4fBoUr53OJkgRHRQ,"Delis, Restaurants, Fast Food, Pizza",Las Vegas,"{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-0:0'}",1,36.087212,-115.119135,Sofia's Pizza,Southeast,89136,111,2.5,NV
